# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ARP8	CIB10637_003700	CIB10637_003700-T1	protein_coding	0	3	1	35	0	1	12	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	16
ARP9_1	CIB10637_007216	CIB10637_007216-T1	protein_coding	0	1	2	27	0	0	0	0	0	1	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	11
ARP9_2	CIB10637_007217	CIB10637_007217-T1	protein_coding	0	2	2	24	0	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	2	11
ARR3_1	CIB10637_004238	CIB10637_004238-T1	protein_coding	0	0	5	22	0	0	0	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	0	0	6
ARR3_2	CIB10637_004239	CIB10637_004239-T1	protein_coding	0	0	0	26	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASE1	CIB10637_008458	CIB10637_008458-T1	protein_coding	0	2	9	113	14	1	9	0	0	0	0	36	0	0	0	9	0	0	0	0	0	0	0	0	1	54
ASF1	CIB10637_003261	CIB10637_003261-T1	protein_coding	0	1	0	36	2	0	1	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	1	8
ASH2	CIB10637_007215	CIB10637_007215-T1	protein_coding	0	4	1	26	0	0	0	0	0	0	0	10	0	0	1	1	0	0	0	0	0	0	0	0	4	15
ASK1	CIB10637_005287	CIB10637_005287-T1	protein_coding	0	0	0	35	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASL3	CIB10637_005081	CIB10637_005081-T1	protein_coding	0	0	2	35	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	18
ASN1	CIB10637_003529	CIB10637_003529-T1	protein_coding	0	2	5	54	0	0	0	0	0	0	0	29	0	0	8	5	0	0	0	2	0	0	0	0	0	19
ATE1	CIB10637_004390	CIB10637_004390-T1	protein_coding	0	0	0	56	0	0	0	0	0	0	0	26	0	0	3	0	0	0	0	0	0	0	0	0	0	27
ATF1	CIB10637_007121	CIB10637_007121-T1	protein_coding	0	2	5	30	0	0	1	0	0	0	0	10	0	0	0	5	0	0	0	0	0	0	0	0	2	19
ATG1	CIB10637_007139	CIB10637_007139-T1	protein_coding	0	12	11	138	33	0	4	0	0	0	0	67	0	0	1	11	0	0	0	0	0	0	0	0	12	33
ATG1	CIB10637_007139	CIB10637_007139-T2	protein_coding	0	12	11	138	33	0	5	0	0	0	0	67	0	0	0	11	0	0	0	0	0	0	0	0	12	33
ATG13	CIB10637_001462	CIB10637_001462-T1	protein_coding	0	5	3	43	5	0	11	0	0	0	0	10	0	0	4	3	0	0	0	3	0	0	0	0	2	16
ATG13	CIB10637_001462	CIB10637_001462-T2	protein_coding	3	2	3	45	5	0	14	1	0	0	0	10	2	0	0	3	0	0	0	0	3	0	0	0	2	16
ATG15	CIB10637_003687	CIB10637_003687-T1	protein_coding	0	2	1	23	2	0	1	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	2	4
ATG16	CIB10637_008198	CIB10637_008198-T1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	12
ATG18	CIB10637_008143	CIB10637_008143-T1	protein_coding	0	0	4	34	0	0	0	0	0	0	0	16	0	0	1	4	0	0	0	0	0	0	0	0	0	17
ATG2	CIB10637_001063	CIB10637_001063-T1	protein_coding	0	5	6	31	0	0	0	0	0	0	0	21	0	0	0	6	0	0	0	0	0	0	0	0	5	10
ATG20	CIB10637_004645	CIB10637_004645-T1	protein_coding	0	2	0	22	0	0	1	0	0	0	0	8	0	0	1	0	0	0	0	1	0	0	0	0	1	13
ATG22	CIB10637_001702	CIB10637_001702-T1	protein_coding	0	1	2	126	0	0	0	0	0	0	0	17	0	0	1	2	0	0	0	0	0	0	0	0	1	108
ATG26	CIB10637_000866	CIB10637_000866-T1	protein_coding	0	5	2	59	0	0	2	0	0	0	0	30	0	0	2	2	0	0	0	0	0	0	0	0	5	25
ATG27	CIB10637_002763	CIB10637_002763-T1	protein_coding	0	1	3	25	2	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	1	17
ATG3	CIB10637_006107	CIB10637_006107-T1	protein_coding	0	3	4	62	0	1	1	0	2	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	2	41
ATG4	CIB10637_000657	CIB10637_000657-T1	protein_coding	0	1	0	19	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	1	7
ATG7	CIB10637_004951	CIB10637_004951-T1	protein_coding	0	0	0	10	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ATG8	CIB10637_000311	CIB10637_000311-T1	protein_coding	0	0	0	50	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	0	0	28
ATG9	CIB10637_000961	CIB10637_000961-T1	protein_coding	0	2	0	28	1	1	8	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	1	10
ATH1	CIB10637_007223	CIB10637_007223-T1	protein_coding	0	2	4	31	0	0	0	0	0	0	0	15	0	0	1	4	0	0	0	0	0	0	0	0	2	15
ATM1	CIB10637_001003	CIB10637_001003-T1	protein_coding	0	2	6	36	0	0	0	0	0	0	0	21	0	0	3	6	0	0	0	2	0	0	0	0	0	14
ATP1	CIB10637_003672	CIB10637_003672-T1	protein_coding	0	2	0	33	0	0	2	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	2	16
ATP1	CIB10637_003672	CIB10637_003672-T2	protein_coding	0	4	0	33	0	2	3	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	2	16
ATP10	CIB10637_007955	CIB10637_007955-T1	protein_coding	0	1	2	21	0	0	0	0	0	0	0	16	0	0	1	2	0	0	0	0	0	0	0	0	1	4
ATP14	CIB10637_003110	CIB10637_003110-T1	protein_coding	0	1	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	10
ATP16	CIB10637_004108	CIB10637_004108-T1	protein_coding	0	2	0	35	0	1	4	0	0	0	0	15	0	0	7	0	0	0	0	1	0	0	0	0	0	10
ATP16	CIB10637_004108	CIB10637_004108-T2	protein_coding	0	2	0	35	0	1	4	0	0	0	0	15	0	0	7	0	0	0	0	1	0	0	0	0	0	10
ATP17	CIB10637_001900	CIB10637_001900-T1	protein_coding	0	1	0	20	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	9
ATP18	CIB10637_000888	CIB10637_000888-T1	protein_coding	0	0	0	32	2	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	17
ATP2	CIB10637_005815	CIB10637_005815-T1	protein_coding	0	3	0	28	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	3	15
ATP20	CIB10637_002618	CIB10637_002618-T1	protein_coding	0	1	1	36	0	0	0	0	0	0	0	12	0	0	1	1	0	0	0	0	0	0	0	0	1	23
ATP23	CIB10637_001724	CIB10637_001724-T1	protein_coding	0	2	0	18	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	2	9
ATP3	CIB10637_004131	CIB10637_004131-T1	protein_coding	0	2	0	30	0	0	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	10
ATP4	CIB10637_003684	CIB10637_003684-T1	protein_coding	0	1	0	27	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	15
ATP5	CIB10637_004454	CIB10637_004454-T1	protein_coding	0	0	0	47	2	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	22
ATP7	CIB10637_007782	CIB10637_007782-T1	protein_coding	0	0	1	36	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	20
ATS1	CIB10637_006861	CIB10637_006861-T1	protein_coding	0	2	1	62	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	2	28
ATX1	CIB10637_004980	CIB10637_004980-T1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	14
AUR1	CIB10637_003387	CIB10637_003387-T1	protein_coding	0	0	2	47	0	0	0	0	0	0	0	10	0	0	1	2	0	0	0	0	0	0	0	0	0	36
AVO1	CIB10637_004552	CIB10637_004552-T1	protein_coding	0	2	1	23	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	2	14
AYR1	CIB10637_007310	CIB10637_007310-T1	protein_coding	0	0	4	43	0	0	1	0	0	0	0	20	0	0	3	4	0	0	0	0	0	0	0	0	0	19
AZF1	CIB10637_000244	CIB10637_000244-T1	protein_coding	0	2	0	42	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	29
BAT2	CIB10637_003604	CIB10637_003604-T1	protein_coding	0	1	0	52	6	0	0	0	0	0	0	28	0	0	1	0	0	0	0	1	0	0	0	0	0	18
BAT2	CIB10637_003604	CIB10637_003604-T2	protein_coding	0	0	0	53	6	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	18
BBC1	CIB10637_003722	CIB10637_003722-T1	protein_coding	0	4	6	34	0	0	0	0	0	0	0	12	0	0	0	6	0	0	0	0	0	0	0	0	4	22
BCD1	CIB10637_002358	CIB10637_002358-T1	protein_coding	0	0	2	38	1	0	1	0	0	0	0	19	0	0	1	2	0	0	0	0	0	0	0	0	0	16
BCD1	CIB10637_002358	CIB10637_002358-T2	protein_coding	0	0	2	38	1	0	1	0	0	0	0	19	0	0	1	2	0	0	0	0	0	0	0	0	0	16
BCK1	CIB10637_003256	CIB10637_003256-T1	protein_coding	0	0	4	31	0	0	0	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	8
BCP1	CIB10637_006411	CIB10637_006411-T1	protein_coding	0	1	2	25	0	0	1	0	0	0	0	15	0	0	1	2	0	0	0	0	0	0	0	0	1	8
BCS1	CIB10637_002976	CIB10637_002976-T1	protein_coding	0	0	3	33	0	0	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	13
BDF1	CIB10637_001248	CIB10637_001248-T1	protein_coding	0	3	1	27	1	0	1	0	0	0	0	9	0	0	1	1	0	0	0	0	0	0	0	0	3	15
BEM1	CIB10637_007374	CIB10637_007374-T1	protein_coding	0	6	0	76	0	0	0	0	0	0	0	27	0	0	2	0	0	0	0	0	0	0	0	0	6	47
BEM3_1	CIB10637_004531	CIB10637_004531-T1	protein_coding	1	2	2	32	0	0	0	0	0	0	1	20	1	0	2	1	0	0	0	0	0	0	0	0	2	10
BEM3_2	CIB10637_004532	CIB10637_004532-T1	protein_coding	0	0	4	36	0	0	0	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	0	16
BEM3_3	CIB10637_004923	CIB10637_004923-T1	protein_coding	1	3	7	45	0	0	0	0	0	0	1	21	0	0	0	6	0	0	0	0	0	1	0	0	3	24
BET1	CIB10637_000320	CIB10637_000320-T1	protein_coding	0	0	0	48	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	14
BET2	CIB10637_006555	CIB10637_006555-T1	protein_coding	0	9	0	48	5	1	3	0	0	0	0	17	0	0	4	0	0	0	0	2	0	0	0	0	6	21
BET2	CIB10637_006555	CIB10637_006555-T2	protein_coding	0	9	0	48	5	1	3	0	0	0	0	17	0	0	4	0	0	0	0	2	0	0	0	0	6	21
BET3	CIB10637_006744	CIB10637_006744-T1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	11
BET4	CIB10637_001244	CIB10637_001244-T1	protein_coding	0	0	1	22	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	12
BFR1	CIB10637_002873	CIB10637_002873-T1	protein_coding	0	0	1	34	6	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	6
BFR2	CIB10637_001319	CIB10637_001319-T1	protein_coding	0	0	3	25	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	13
BGL2	CIB10637_005178	CIB10637_005178-T1	protein_coding	0	1	1	32	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	22
BIM1	CIB10637_003221	CIB10637_003221-T1	protein_coding	0	1	0	70	1	0	1	0	0	0	0	41	0	0	6	0	0	0	0	1	0	0	0	0	0	22
BIO2	CIB10637_001379	CIB10637_001379-T1	protein_coding	0	3	0	38	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	3	21
BLM3	CIB10637_001174	CIB10637_001174-T1	protein_coding	0	7	4	50	7	0	0	0	0	0	0	7	0	0	3	4	0	0	0	1	0	0	0	0	6	34
BMH1	CIB10637_003870	CIB10637_003870-T1	protein_coding	0	1	0	84	0	0	0	0	0	0	0	47	0	0	1	0	0	0	0	0	0	0	0	0	1	36
BMS1	CIB10637_004347	CIB10637_004347-T1	protein_coding	0	3	4	36	0	0	0	0	0	0	0	16	0	0	1	4	0	0	0	1	0	0	0	0	2	20
BMT2	CIB10637_005728	CIB10637_005728-T1	protein_coding	0	1	1	47	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	1	30
BNA1	CIB10637_000623	CIB10637_000623-T1	protein_coding	0	2	1	54	0	0	0	0	0	0	0	34	0	0	2	1	0	0	0	0	0	0	0	0	2	18
BNA2	CIB10637_002461	CIB10637_002461-T1	protein_coding	0	4	3	78	0	0	0	0	0	0	0	47	0	0	2	3	0	0	0	0	0	0	0	0	4	29
BNA3	CIB10637_001209	CIB10637_001209-T1	protein_coding	0	1	0	66	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	42
BNA4	CIB10637_006965	CIB10637_006965-T1	protein_coding	0	1	0	101	0	0	0	0	0	0	0	77	0	0	1	0	0	0	0	0	0	0	0	0	1	23
BNA5	CIB10637_003718	CIB10637_003718-T1	protein_coding	0	1	1	38	0	0	1	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	1	18
BNA6	CIB10637_000701	CIB10637_000701-T1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15
BNA7	CIB10637_007919	CIB10637_007919-T1	protein_coding	0	0	2	37	0	0	0	0	0	0	0	26	0	0	1	2	0	0	0	0	0	0	0	0	0	10
BNI4	CIB10637_002587	CIB10637_002587-T1	protein_coding	0	6	7	139	10	0	13	0	0	0	1	20	0	0	10	6	0	0	0	1	0	0	0	0	5	87
BOI2	CIB10637_003865	CIB10637_003865-T1	protein_coding	0	2	5	58	8	0	2	0	0	0	0	24	0	0	2	5	0	0	0	0	0	0	0	0	2	22
BOI2	CIB10637_003865	CIB10637_003865-T2	protein_coding	0	3	4	58	8	0	3	0	0	0	0	24	0	0	1	4	0	0	0	0	0	0	0	0	3	22
BOS1	CIB10637_004626	CIB10637_004626-T1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	5
BPH1	CIB10637_005439	CIB10637_005439-T1	protein_coding	0	2	3	267	0	0	0	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	2	236
BPL1	CIB10637_006827	CIB10637_006827-T1	protein_coding	0	3	3	47	2	0	4	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	3	16
BRE1	CIB10637_000164	CIB10637_000164-T1	protein_coding	0	2	1	37	1	0	0	0	0	0	0	12	0	0	2	1	0	0	0	0	0	0	0	0	2	22
BRE1	CIB10637_000164	CIB10637_000164-T2	protein_coding	0	0	1	39	3	0	0	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	0	0	22
BRE1	CIB10637_000164	CIB10637_000164-T3	protein_coding	0	2	1	37	0	0	1	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	0	2	22
BRF1	CIB10637_002962	CIB10637_002962-T1	protein_coding	0	8	0	88	16	1	12	0	0	0	0	24	0	0	3	0	0	0	0	0	0	0	0	0	7	33
BRF1	CIB10637_002962	CIB10637_002962-T2	protein_coding	0	4	0	86	11	1	16	0	0	0	0	23	0	0	3	0	0	0	0	0	0	0	0	0	3	33
BRO1	CIB10637_007080	CIB10637_007080-T1	protein_coding	0	5	2	90	0	0	0	0	0	0	0	64	0	0	1	2	0	0	0	1	0	0	0	0	5	25
BRX1	CIB10637_005821	CIB10637_005821-T1	protein_coding	0	3	1	36	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	3	18
BST1	CIB10637_004502	CIB10637_004502-T1	protein_coding	0	5	1	24	0	0	0	0	0	0	0	14	0	0	1	1	0	0	0	0	0	0	0	0	5	9
BTN1	CIB10637_004445	CIB10637_004445-T1	protein_coding	0	4	1	39	0	0	0	0	0	0	0	12	0	0	3	1	0	0	0	0	0	0	0	0	4	24
BTS1	CIB10637_006120	CIB10637_006120-T1	protein_coding	0	1	0	35	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	1	15
BUB1	CIB10637_001539	CIB10637_001539-T1	protein_coding	0	9	10	86	0	0	0	0	0	0	0	55	0	0	0	10	0	0	0	0	0	0	0	0	9	31
BUB3	CIB10637_006362	CIB10637_006362-T1	protein_coding	0	1	3	49	0	1	2	0	0	0	0	20	0	0	2	3	0	0	0	0	0	0	0	0	0	25
BUD14	CIB10637_008040	CIB10637_008040-T1	protein_coding	0	5	1	171	22	0	1	0	0	0	0	114	0	0	5	1	0	0	0	0	0	0	0	0	5	29
BUD16	CIB10637_004103	CIB10637_004103-T1	protein_coding	0	2	3	106	1	2	10	0	0	0	1	29	0	0	7	2	0	0	0	0	0	0	0	0	0	59
BUD16	CIB10637_004103	CIB10637_004103-T2	protein_coding	0	2	2	107	1	2	11	0	0	0	0	29	0	0	7	2	0	0	0	0	0	0	0	0	0	59
BUD2	CIB10637_000960	CIB10637_000960-T1	protein_coding	0	3	3	37	10	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	3	11
BUD23	CIB10637_004924	CIB10637_004924-T1	protein_coding	0	2	0	38	0	0	3	0	0	0	0	15	0	0	2	0	0	0	0	1	0	0	0	0	2	18
BUD31	CIB10637_005731	CIB10637_005731-T1	protein_coding	0	0	0	44	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	17
BUD32	CIB10637_002457	CIB10637_002457-T1	protein_coding	0	4	1	98	0	0	0	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	0	0	4	51
BUD4	CIB10637_001812	CIB10637_001812-T1	protein_coding	0	12	4	61	11	1	7	0	0	0	0	23	0	0	1	4	0	0	0	1	0	0	0	0	10	20
BUD5	CIB10637_003567	CIB10637_003567-T1	protein_coding	0	7	4	75	0	0	0	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	7	49
BUD6	CIB10637_005065	CIB10637_005065-T1	protein_coding	0	7	5	67	7	1	6	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	0	6	25
BUD6	CIB10637_005065	CIB10637_005065-T2	protein_coding	0	7	5	67	7	1	6	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	0	6	25
BUD6	CIB10637_005065	CIB10637_005065-T3	protein_coding	0	6	3	70	7	1	9	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	5	25
BUD7	CIB10637_002966	CIB10637_002966-T1	protein_coding	0	0	2	23	0	0	1	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	10
BUR1	CIB10637_005741	CIB10637_005741-T1	protein_coding	0	3	2	26	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	3	10
BYE1	CIB10637_001358	CIB10637_001358-T1	protein_coding	0	2	1	39	2	0	1	0	0	0	0	11	0	0	0	1	0	0	0	1	0	0	0	0	1	25
BYE1	CIB10637_001358	CIB10637_001358-T2	protein_coding	0	2	1	39	2	0	1	0	0	0	0	11	0	0	0	1	0	0	0	1	0	0	0	0	1	25
CAB2	CIB10637_002276	CIB10637_002276-T1	protein_coding	0	1	1	30	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	14
CAB5	CIB10637_005683	CIB10637_005683-T1	protein_coding	0	2	1	31	2	1	3	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	16
CAC2	CIB10637_006989	CIB10637_006989-T1	protein_coding	0	5	2	54	0	0	0	0	0	0	0	33	0	0	1	2	0	0	0	1	0	0	0	0	4	21
CAF16	CIB10637_000228	CIB10637_000228-T1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CAF17	CIB10637_008284	CIB10637_008284-T1	protein_coding	0	0	1	37	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	22
CAJ1	CIB10637_007051	CIB10637_007051-T1	protein_coding	0	2	0	50	0	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	2	28
CAP1	CIB10637_001303	CIB10637_001303-T1	protein_coding	0	2	1	34	0	0	0	0	0	0	0	23	0	0	1	1	0	0	0	1	0	0	0	0	1	11
CAP2	CIB10637_004085	CIB10637_004085-T1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	14
CAR1	CIB10637_003163	CIB10637_003163-T1	protein_coding	0	0	0	38	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	25
CAR2	CIB10637_006908	CIB10637_006908-T1	protein_coding	0	1	0	26	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	1	0	0	0	0	0	15
CAT1	CIB10637_003698	CIB10637_003698-T1	protein_coding	0	1	0	36	1	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	1	23
CAT1	CIB10637_003698	CIB10637_003698-T2	protein_coding	0	2	0	36	1	1	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	23
CAT2	CIB10637_004440	CIB10637_004440-T1	protein_coding	0	1	7	55	0	0	0	0	0	0	0	21	0	0	1	7	0	0	0	0	0	0	0	0	1	33
CAT8	CIB10637_006295	CIB10637_006295-T1	protein_coding	0	2	0	36	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	13
CAX5_1	CIB10637_001718	CIB10637_001718-T1	protein_coding	0	1	1	34	0	0	0	0	0	0	0	17	0	0	2	1	0	0	0	1	0	0	0	0	0	16
CAX5_2	CIB10637_001719	CIB10637_001719-T1	protein_coding	0	6	0	36	5	4	5	0	0	0	0	15	0	0	2	0	0	0	0	1	0	0	0	0	1	10
CBC2	CIB10637_001823	CIB10637_001823-T1	protein_coding	0	2	0	58	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	2	19
CBF1	CIB10637_005904	CIB10637_005904-T1	protein_coding	0	0	0	36	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	19
CBF5	CIB10637_005724	CIB10637_005724-T1	protein_coding	0	1	2	34	0	0	0	0	0	0	0	11	0	0	3	2	0	0	0	0	0	0	0	0	1	20
CBK1	CIB10637_001120	CIB10637_001120-T1	protein_coding	0	2	1	60	1	0	2	0	0	0	0	36	0	0	1	1	0	0	0	0	0	0	0	0	2	20
CBR1	CIB10637_004514	CIB10637_004514-T1	protein_coding	0	1	0	37	0	0	2	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	1	14
CBS2	CIB10637_001750	CIB10637_001750-T1	protein_coding	0	1	2	54	0	0	0	0	0	0	0	12	0	0	1	2	0	0	0	0	0	0	0	0	1	41
CCA1	CIB10637_008414	CIB10637_008414-T1	protein_coding	0	4	6	158	2	0	1	0	0	0	0	81	0	0	1	6	0	0	0	0	0	0	0	0	4	73
CCC1	CIB10637_005128	CIB10637_005128-T1	protein_coding	0	1	0	45	2	1	1	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	25
CCC2	CIB10637_002044	CIB10637_002044-T1	protein_coding	0	3	3	44	0	0	0	0	0	1	0	23	0	0	0	2	0	0	0	0	0	0	0	0	3	21
CCH1	CIB10637_005196	CIB10637_005196-T1	protein_coding	0	5	3	44	4	1	2	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	4	8
CCP1	CIB10637_007132	CIB10637_007132-T1	protein_coding	0	2	1	31	0	0	0	0	0	0	0	14	0	0	1	1	0	0	0	1	0	0	0	0	1	17
CCR4	CIB10637_002033	CIB10637_002033-T1	protein_coding	0	3	1	28	0	0	1	0	0	0	0	18	0	0	1	1	0	0	0	0	0	0	0	0	3	8
CCS1	CIB10637_006835	CIB10637_006835-T1	protein_coding	0	1	1	26	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	1	10
CCT2	CIB10637_007601	CIB10637_007601-T1	protein_coding	0	0	1	195	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	167
CCT3	CIB10637_002973	CIB10637_002973-T1	protein_coding	0	0	0	35	0	0	2	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CCT3	CIB10637_002973	CIB10637_002973-T2	protein_coding	0	0	0	38	3	0	2	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CCT4	CIB10637_000473	CIB10637_000473-T1	protein_coding	0	3	2	23	1	0	3	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	3	9
CCT5	CIB10637_001409	CIB10637_001409-T1	protein_coding	0	0	0	26	0	0	1	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	13
CCT6	CIB10637_000834	CIB10637_000834-T1	protein_coding	0	4	0	35	0	1	3	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	17
CCT7	CIB10637_003435	CIB10637_003435-T1	protein_coding	0	1	0	55	0	0	0	0	0	0	0	31	0	0	2	0	0	0	0	0	0	0	0	0	1	22
CCT8	CIB10637_000370	CIB10637_000370-T1	protein_coding	0	3	3	48	0	0	0	0	0	0	0	36	0	0	2	3	0	0	0	0	0	0	0	0	3	10
CDC10	CIB10637_004972	CIB10637_004972-T1	protein_coding	0	5	0	43	9	1	3	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	4	14
CDC11	CIB10637_005349	CIB10637_005349-T1	protein_coding	0	1	0	30	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	10
CDC14	CIB10637_006314	CIB10637_006314-T1	protein_coding	0	2	0	52	0	2	3	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	24
